"","X","X.3","X.2","X.1","lakeID","dateSample","time","TOD","depthClass","counts","ind_m3","mgC_L","EPA_mgC","DHA_mgC","PC","C18_mgC","depth","DOmgL","temp","PAR","CPUE","fish_m3","zoops.allDepths","depthZoops","Daphnia","Copepods","Holopedium","lx","reactionDist","mu","growth"
"89",89,89,91,91,"RB","5/20/13","23:00","Night","PML",32,2133.33333333333,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,10.98,15.8,0,4.90691596474801,0.140288727432146,378600,191533.333333333,2800,75600,16666.6666666667,0,0,0,0.00021967184895161
"90",90,90,92,92,"RB","5/20/13","23:00","Night","Hypo",0,0,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,7.8,6,0,4.90691596474801,0.140288727432146,378600,187066.666666667,3800,60600,19000,0,0,0,-0.00516823969066308
"91",91,91,93,93,"WL","7/28/13","23:00","Night","PML",31,2066.66666666667,0.604,0,0,0.00495658112582782,0.0052467666459752,1,7.41,18.1,0,0,0,176200,69733.3333333333,8000,32133.3333333333,1266.66666666667,0,0,0,0.00514854697911638
"92",92,92,94,94,"WL","7/28/13","23:00","Night","Hypo",55,3666.66666666667,NA,NA,NA,NA,NA,4,0.98,9.1,0,0,0,176200,106466.666666667,8133.33333333333,80200,4600,0,0,0,NA
"93",93,93,95,95,"HB","7/29/13","0:00","Night","PML",162,10800,2.01888888888889,0.00246316938226887,0.00139384344083649,0.00690649697303247,0.00739401725184224,0.25,5.73461538461538,0,0,5.08513576076687,0.145384031400325,130000,105800,8000,63333.3333333333,9933.33333333333,0,0,0,0.0464491791559671
"94",94,94,96,96,"HB","7/29/13","0:00","Night","Hypo",119,7933.33333333333,1.237,0.000649570779621297,0.00125520154114254,0.00918760307194826,0.00814989214270332,3.5,0.08,5.7,0,5.08513576076687,0.145384031400325,130000,24200,2400,17666.6666666667,2600,0,0,0,0
"95",95,95,97,97,"RE","7/29/13","11:00","Day","PML",2,133.333333333333,1.09,0.00284269174794431,0.00193809332097732,0.00842238532110092,0.00721693120181497,0.25,4.85,0,51.51,0,0,247533.333333333,57933.3333333333,733.333333333333,25466.6666666667,266.666666666667,2781.54,0.417867793858955,0,0.0605346076967955
"96",96,96,98,98,"RE","7/29/13","11:00","Day","Hypo",1,66.6666666666667,1.39083333333333,0.00198866245719816,0,0.00997238466147394,0.00737057120542016,3,0.14,5.6,0,0,0,247533.333333333,189600,7266.66666666667,40866.6666666667,1400,0,0,0,0
"97",97,97,99,99,"RE","7/29/13","23:30","Night","PML",0,0,1.09,0.00284269174794431,0.00193809332097732,0.00842238532110092,0.00721693120181497,0.25,4.85,0,0,0,0,243666.666666667,55133.3333333333,3933.33333333333,25466.6666666667,0,0,0,0,0.0605346076967955
"98",98,98,100,100,"RE","7/29/13","23:30","Night","Hypo",4,266.666666666667,1.39083333333333,0.00198866245719816,0,0.00997238466147394,0.00737057120542016,3,0.14,5.6,0,0,0,243666.666666667,188533.333333333,10266.6666666667,57266.6666666667,2600,0,0,0,0
"99",99,99,101,101,"BR","5/21/13","11:00","Day","PML",8,533.333333333333,1.1395,0.000658980098008794,0,0.0103021184730145,0.00205464674245122,0.75,10.67,18,22.29,2.02181170026431,0.0578035965105566,383066.666666667,241866.666666667,6200,124733.333333333,66.6666666666667,1203.66,0.416480129463343,0.000166019260046649,0.0420100294951655
"100",100,100,102,102,"BR","5/21/13","11:00","Day","Hypo",1,66.6666666666667,2.606,0.000674217522093768,0.000609719266077372,0.0238414351496546,0.00119455599901808,3,8.89,11.7,0,2.02181170026431,0.0578035965105566,383066.666666667,141200,5200,74600,66.6666666666667,0,0,0,0.213807753832497
"101",101,101,103,103,"TU","7/30/13","13:30","Day","PML",0,0,1.71214285714286,0.00146844495127045,0.00196950923659859,0.0135907434292866,0.0022967305317758,0.25,8.02333333333333,0,289.8,22.5668014633516,0.645184853837222,220733.333333333,22866.6666666667,533.333333333333,4400,1000,15649.2,0.419987174597459,0.00327022551321947,0.148982150387239
"102",102,102,104,104,"TU","7/30/13","13:30","Day","Hypo",7,466.666666666667,1.06,0.00251057457601482,0.00237707996670909,0.00934545687331536,0.00729087182498306,4.5,0.76,5.7,0,22.5668014633516,0.645184853837222,220733.333333333,197866.666666667,8733.33333333333,40000,400,0,0,0,0.0811813201749639
"103",103,103,105,105,"TU","7/30/13","23:30","Night","PML",81,5400,1.71214285714286,0.00146844495127045,0.00196950923659859,0.0135907434292866,0.0022967305317758,0.25,8.02333333333333,0,0,22.5668014633516,0.645184853837222,220000,57800,0,6133.33333333333,133.333333333333,0,0,0,0.148982150387239
"104",104,104,106,106,"TU","7/30/13","23:30","Night","Hypo",147,9800,1.06,0.00251057457601482,0.00237707996670909,0.00934545687331536,0.00729087182498306,4.5,0.76,5.7,0,22.5668014633516,0.645184853837222,220000,162200,2733.33333333333,24133.3333333333,400,0,0,0,0.0811813201749639
"105",105,105,107,107,"RB","7/31/13","0:30","Night","PML",52,3466.66666666667,0.7015,0,0,0.010737840342124,0.00263924607480592,1,6.84,19.5,0,4.90691596474801,0.140288727432146,291666.666666667,197533.333333333,130400,29066.6666666667,30733.3333333333,0,0,0,0.0418763569152131
"106",106,106,108,108,"RB","7/31/13","0:30","Night","Hypo",26,1733.33333333333,1.49,0,0,0.00773927293064877,0.00331414876452748,4,0.06,10.3,0,4.90691596474801,0.140288727432146,291666.666666667,94133.3333333333,70866.6666666667,11533.3333333333,10533.3333333333,0,0,0,0
"107",107,107,109,109,"CB","7/31/13","11:30","Day","PML",20,1333.33333333333,1.24857142857143,0.00242203038094052,0.00141006935676363,0.00630233409610984,0.00823127747210928,0.25,6.8025,0,91.83,0,0,148133.333333333,109000,9800,72666.6666666667,25466.6666666667,4958.82,0.418670431218961,0,0.0336953014557078
"108",108,108,110,110,"CB","7/31/13","11:30","Day","Hypo",109,7266.66666666667,1.01357142857143,0.00190877366249152,0,0.00842641649048626,0.00666549744591258,4,0.1,6.1,0,0,0,148133.333333333,39133.3333333333,3933.33333333333,30733.3333333333,3800,0,0,0,0
"109",109,109,111,111,"CB","7/31/13","23:30","Night","PML",58,3866.66666666667,1.24857142857143,0.00242203038094052,0.00141006935676363,0.00630233409610984,0.00823127747210928,0.25,6.8025,0,0,0,0,187533.333333333,129333.333333333,13066.6666666667,95133.3333333333,13933.3333333333,0,0,0,0.0336953014557078
"110",110,110,112,112,"CB","7/31/13","23:30","Night","Hypo",69,4600,1.01357142857143,0.00190877366249152,0,0.00842641649048626,0.00666549744591258,4,0.1,6.1,0,0,0,187533.333333333,58200,9733.33333333333,41000,6933.33333333333,0,0,0,0
"111",111,111,113,113,"WL","5/21/13","23:30","Night","PML",14,933.333333333333,0.604,0,0,0.00495658112582782,0.00502198176345574,0.5,9.12,18.5,0,0,0,33866.6666666667,15933.3333333333,3400,5533.33333333333,1533.33333333333,0,0,0,0.00524954632556263
"112",112,112,114,114,"WL","5/21/13","23:30","Night","Hypo",27,1800,NA,NA,NA,NA,NA,4,7.28,5.7,0,0,0,33866.6666666667,17933.3333333333,1333.33333333333,7733.33333333333,1666.66666666667,0,0,0,NA
"113",113,113,115,115,"DW","8/1/13","23:30","Night","PML",50,3333.33333333333,0.614,0.00134969674659733,0.00111226131878599,0.00534936156351792,0.00687988315777546,0.5,8.95,21.6,0,3.22180784726801,0.0921114863533924,250533.333333333,122533.333333333,94000,17400,1733.33333333333,0,0,0,0.0157354499707413
"114",114,114,116,116,"DW","8/1/13","23:30","Night","Hypo",48,3200,0.444,0.00220945950844282,0.00184532796877429,0.00307594594594595,0.0106429796979717,4.5,0.89,7.9,0,3.22180784726801,0.0921114863533924,250533.333333333,128000,78266.6666666667,36666.6666666667,5133.33333333333,0,0,0,-0.0426904532913947
"115",115,115,117,117,"DW","8/2/13","10:30","Day","PML",2,133.333333333333,0.614,0.00134969674659733,0.00111226131878599,0.00534936156351792,0.00687988315777546,0.5,7.39,20.8,325.5,3.22180784726801,0.0921114863533924,216866.666666667,58133.3333333333,27400,7933.33333333333,800,17577,0.420103441482654,0.000475469724817027,0.0157228973893254
"116",116,116,118,118,"DW","8/2/13","10:30","Day","Hypo",22,1466.66666666667,0.444,0.00220945950844282,0.00184532796877429,0.00307594594594595,0.0106429796979717,4.5,0.81,8,0.45,3.22180784726801,0.0921114863533924,216866.666666667,158733.333333333,101733.333333333,46200,6933.33333333333,24.3,0.401055588035551,0.00043333077538902,-0.0422108490429172
"117",117,117,119,119,"WL","5/22/13","11:00","Day","PML",0,0,0.604,0,0,0.00495658112582782,0.00502198176345574,0.5,11.21,17,53,0,0,17733.3333333333,12066.6666666667,333.333333333333,4933.33333333333,333.333333333333,2862,0.417910038187335,0,0.00516493379553062
"118",118,118,120,120,"WL","5/22/13","11:00","Day","Hypo",45,3000,NA,NA,NA,NA,NA,4,9.32,5.8,1.17,0,0,17733.3333333333,5666.66666666667,66.6666666666667,2533.33333333333,533.333333333333,63.18,0.40737532302672,0,NA
"119",119,119,121,121,"RB","5/22/13","23:00","Night","PML",9,600,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,10.98,15.8,0,4.90691596474801,0.140288727432146,378600,191533.333333333,2800,75600,16666.6666666667,0,0,0,0.00021967184895161
"120",120,120,122,122,"RB","5/22/13","23:00","Night","Hypo",30,2000,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,7.8,6,0,4.90691596474801,0.140288727432146,378600,187066.666666667,3800,60600,19000,0,0,0,-0.00516823969066308
"121",121,121,123,123,"RB","5/22/12","23:00","Night","PML",0,0,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,10.98,15.8,0,4.90691596474801,0.140288727432146,378600,191533.333333333,2800,75600,16666.6666666667,0,0,0,0.00021967184895161
"122",122,122,124,124,"RB","5/22/12","23:00","Night","Hypo",16,1066.66666666667,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,7.8,6,0,4.90691596474801,0.140288727432146,378600,187066.666666667,3800,60600,19000,0,0,0,-0.00516823969066308
"123",123,123,125,125,"RB","5/23/13","11:00","Day","PML",2,133.333333333333,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,9.26,14.4,70.2428571428571,4.90691596474801,0.140288727432146,386866.666666667,250200,2866.66666666667,113866.666666667,41266.6666666667,3793.11428571428,0.418312028379379,0.000402486736936834,0.000213994572475197
"124",124,124,126,126,"RB","5/23/13","11:00","Day","Hypo",0,0,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,6.03,6,0.493333333333333,4.90691596474801,0.140288727432146,386866.666666667,136666.666666667,1800,50400,7400,26.64,0.401813152781354,0.000371363456715444,-0.00502436751000459
"125",125,125,127,127,"HB","5/23/13","23:30","Night","PML",74,4933.33333333333,2.01888888888889,0,0.000441748409331279,0.00690649697303247,0.00105819948887614,0.5,7.17,14.4,0,5.08513576076687,0.145384031400325,126533.333333333,12266.6666666667,3133.33333333333,2133.33333333333,200,0,0,0,0.0783004588053685
"126",126,126,128,128,"HB","5/23/13","23:30","Night","Hypo",84,5600,1.8525,0,0,0.00357412955465587,0.000658204972621992,3,1.77,5,0,5.08513576076687,0.145384031400325,126533.333333333,114266.666666667,266.666666666667,68333.3333333333,66.6666666666667,0,0,0,-0.0194716250574596
"127",127,127,129,129,"HB","5/24/13","11:30","Day","PML",0,0,2.01888888888889,0,0.000441748409331279,0.00690649697303247,0.00105819948887614,0.5,6.97,15.3,11.45,5.08513576076687,0.145384031400325,180466.666666667,127666.666666667,733.333333333333,76733.3333333333,266.666666666667,618.3,0.415127278913042,0.000880585764189624,0.0791400157112012
"128",128,128,130,130,"HB","5/24/13","11:30","Day","Hypo",7,466.666666666667,1.8525,0,0,0.00357412955465587,0.000658204972621992,3,1.61,4.8,0,5.08513576076687,0.145384031400325,180466.666666667,52800,266.666666666667,29133.3333333333,133.333333333333,0,0,0,-0.0182886564606331
"129",129,129,131,131,"TU","5/27/13","11:00","Day","PML",44,2933.33333333333,0.897777777777778,0.00179064007831311,0.00178077749057683,0.00755183168316832,0.00410122268008956,0.5,9.06,17,164.288,22.5668014633516,0.645184853837222,180733.333333333,11533.3333333333,133.333333333333,3466.66666666667,0,8871.552,0.419377469312577,0.0039824056770412,0.0685302138356641
"130",130,130,132,132,"TU","5/27/13","11:00","Day","Hypo",38,2533.33333333333,1.03357142857143,0,0,0.00925033724948169,0.000932473604356677,7.5,0.07,4.1,0,22.5668014633516,0.645184853837222,180733.333333333,169200,0,80666.6666666667,133.333333333333,0,0,0,0
