Row,Lake_ID,Site Name,date set,datesample,datetimeset,datetimesample,Sample_ID,Fish_ID,Crew,Gear,gear_code,Effort,Effort_units,Fish_Num,Species,SpeciesFull,Length_mm,Weight_g,GonadWeight_g,Tag Apply,Tag Recapture,Clip_apply,Clip_recap,tag_clip_type,Sex,Mort.,Removed,Diet,Otolith,Gonad,Left_eye,Tissue,UseCPUE?,Fresh_frozen,Comments,MetaID,2nd Length,2nd weight,net_location
2061,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_238,"NC, KR",FN,fykenet_survey,17.5,trap_hours,238,BLG,,177,131.1,1.8341,,,,,,M,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2062,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_239,"NC, KR",FN,fykenet_survey,17.5,trap_hours,239,BLG,,188,147.2,4.8433,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2063,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_240,"NC, KR",FN,fykenet_survey,17.5,trap_hours,240,BLG,,163,86.9,2.0318,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2064,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_241,"NC, KR",FN,fykenet_survey,17.5,trap_hours,241,BLG,,188,155.5,3.4783,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2065,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_242,"NC, KR",FN,fykenet_survey,17.5,trap_hours,242,BLG,,175,109.5,2.6732,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2066,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_243,"NC, KR",FN,fykenet_survey,17.5,trap_hours,243,BLG,,166,87.1,1.5925,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2067,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_244,"NC, KR",FN,fykenet_survey,17.5,trap_hours,244,BLG,,173,109.2,1.973,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2068,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_245,"NC, KR",FN,fykenet_survey,17.5,trap_hours,245,BLG,,196,175,7.6079,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2069,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_246,"NC, KR",FN,fykenet_survey,17.5,trap_hours,246,BLG,,150,68.2,1.2869,,,,,,M,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2070,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_247,"NC, KR",FN,fykenet_survey,17.5,trap_hours,247,BLG,,148,68.2,1.4177,,,,,,M,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2071,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_248,"NC, KR",FN,fykenet_survey,17.5,trap_hours,248,BLG,,195,156.8,3.186,,,,,,M,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2072,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_249,"NC, KR",FN,fykenet_survey,17.5,trap_hours,249,BLG,,183,130.3,2.6321,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2073,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_250,"NC, KR",FN,fykenet_survey,17.5,trap_hours,250,BLG,,200,189.7,4.3565,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2074,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_251,"NC, KR",FN,fykenet_survey,17.5,trap_hours,251,BLG,,143,57.9,0.8692,,,,,,F,,1,,1,1,1,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2075,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_252,"NC, KR",FN,fykenet_survey,17.5,trap_hours,252,BLG,,150,68.2,1.2869,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2076,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_253,"NC, KR",FN,fykenet_survey,17.5,trap_hours,253,BLG,,77,7.7,0.0481,,,,,,F?,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2077,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_254,"NC, KR",FN,fykenet_survey,17.5,trap_hours,254,BLG,,145,61,0.3389,,,,,,M,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2078,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_255,"NC, KR",FN,fykenet_survey,17.5,trap_hours,255,BLG,,168,102.7,2.0236,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2079,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_256,"NC, KR",FN,fykenet_survey,17.5,trap_hours,256,BLG,,130,41.6,0.538,,,,,,F,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2080,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_257,"NC, KR",FN,fykenet_survey,17.5,trap_hours,257,BLG,,170,90.4,1.7708,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2081,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_258,"NC, KR",FN,fykenet_survey,17.5,trap_hours,258,BLG,,181,125.5,1.8819,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2082,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_259,"NC, KR",FN,fykenet_survey,17.5,trap_hours,259,BLG,,180,135.7,2.2541,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2083,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_260,"NC, KR",FN,fykenet_survey,17.5,trap_hours,260,BLG,,128,40.7,0.7194,,,,,,F,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2084,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_261,"NC, KR",FN,fykenet_survey,17.5,trap_hours,261,BLG,,120,31.6,0.9486,,,,,,F,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2085,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_262,"NC, KR",FN,fykenet_survey,17.5,trap_hours,262,BLG,,176,100.8,2.406,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2086,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_263,"NC, KR",FN,fykenet_survey,17.5,trap_hours,263,BLG,,215,223.9,3.4418,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2087,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_264,"NC, KR",FN,fykenet_survey,17.5,trap_hours,264,BLG,,140,57.2,0.2906,,,,,,M,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2088,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_265,"NC, KR",FN,fykenet_survey,17.5,trap_hours,265,BLG,,180,132.6,1.8177,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2089,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_266,"NC, KR",FN,fykenet_survey,17.5,trap_hours,266,BLG,,183,125.4,1.9101,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2090,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_267,"NC, KR",FN,fykenet_survey,17.5,trap_hours,267,BLG,,155,77.5,0.8861,,,,,,F,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2091,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_268,"NC, KR",FN,fykenet_survey,17.5,trap_hours,268,BLG,,144,58.9,0.2289,,,,,,M,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2092,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_269,"NC, KR",FN,fykenet_survey,17.5,trap_hours,269,BLG,,125,36.5,0.4391,,,,,,F,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2093,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_270,"NC, KR",FN,fykenet_survey,17.5,trap_hours,270,BLG,,178,131,3.7928,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2094,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_271,"NC, KR",FN,fykenet_survey,17.5,trap_hours,271,BLG,,126,39.1,0.8267,,,,,,F,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2095,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_272,"NC, KR",FN,fykenet_survey,17.5,trap_hours,272,BLG,,132,43.4,0.1061,,,,,,M,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2096,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_273,"NC, KR",FN,fykenet_survey,17.5,trap_hours,273,BLG,,187,134.4,4.202,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2097,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_274,"NC, KR",FN,fykenet_survey,17.5,trap_hours,274,BLG,,200,198.4,1.9431,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2098,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_275,"NC, KR",FN,fykenet_survey,17.5,trap_hours,275,BLG,,174,113.7,2.6957,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2099,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_276,"NC, KR",FN,fykenet_survey,17.5,trap_hours,276,BLG,,164,85,1.6865,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2100,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_277,"NC, KR",FN,fykenet_survey,17.5,trap_hours,277,BLG,,163,91.5,1.8476,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2101,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_278,"NC, KR",FN,fykenet_survey,17.5,trap_hours,278,BLG,,187,153.7,4.677,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2102,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_279,"NC, KR",FN,fykenet_survey,17.5,trap_hours,279,BLG,,162,84.9,1.4249,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2103,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_280,"NC, KR",FN,fykenet_survey,17.5,trap_hours,280,BLG,,160,97.3,2.1999,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2104,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_281,"NC, KR",FN,fykenet_survey,17.5,trap_hours,281,BLG,,200,209,2.2825,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2105,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_282,"NC, KR",FN,fykenet_survey,17.5,trap_hours,282,BLG,,180,135.5,1.4627,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2106,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_283,"NC, KR",FN,fykenet_survey,17.5,trap_hours,283,BLG,,163,98.7,1.6364,,,,,,M,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2107,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_284,"NC, KR",FN,fykenet_survey,17.5,trap_hours,284,BLG,,182,142.9,2.9869,,,,,,F,,1,,1,1,1,,,,1/2 gonad saved,GonadSurvey.20130509,,,north_east_corner
2108,BV,FN2.BV,2013-06-02,2013-06-03,2013-06-02 15:45,2013-06-03 09:15,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509,BV_FN2.BV_20130603_0915_FN_GonadSurvey.20130509_285,"NC, KR",FN,fykenet_survey,17.5,trap_hours,285,BLG,,152,86,0.4731,,,,,,M,,1,,1,1,1,,,,,GonadSurvey.20130509,,,north_east_corner
2113,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_005,"NC, KR",FN,fykenet_survey,22.5,trap_hours,005,BLG,,80,7,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2114,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_006,"NC, KR",FN,fykenet_survey,22.5,trap_hours,006,BLG,,76,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2115,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_007,"NC, KR",FN,fykenet_survey,22.5,trap_hours,007,BLG,,84,9,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2116,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_008,"NC, KR",FN,fykenet_survey,22.5,trap_hours,008,BLG,,76,7,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2117,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_009,"NC, KR",FN,fykenet_survey,22.5,trap_hours,009,BLG,,83,8,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2118,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_010,"NC, KR",FN,fykenet_survey,22.5,trap_hours,010,BLG,,79,7,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2119,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_011,"NC, KR",FN,fykenet_survey,22.5,trap_hours,011,BLG,,78,7,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2120,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_012,"NC, KR",FN,fykenet_survey,22.5,trap_hours,012,BLG,,77,7,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2121,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_013,"NC, KR",FN,fykenet_survey,22.5,trap_hours,013,BLG,,75,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2122,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_014,"NC, KR",FN,fykenet_survey,22.5,trap_hours,014,BLG,,73,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2123,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_015,"NC, KR",FN,fykenet_survey,22.5,trap_hours,015,BLG,,76,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2124,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_016,"NC, KR",FN,fykenet_survey,22.5,trap_hours,016,BLG,,75,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2125,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_017,"NC, KR",FN,fykenet_survey,22.5,trap_hours,017,BLG,,67,5,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2126,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_018,"NC, KR",FN,fykenet_survey,22.5,trap_hours,018,BLG,,73,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2127,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_019,"NC, KR",FN,fykenet_survey,22.5,trap_hours,019,BLG,,67,6,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2128,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_020,"NC, KR",FN,fykenet_survey,22.5,trap_hours,020,BLG,,70,5,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2129,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_021,"NC, KR",FN,fykenet_survey,22.5,trap_hours,021,BLG,,91,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2130,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_022,"NC, KR",FN,fykenet_survey,22.5,trap_hours,022,BLG,,89,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
2131,ER,FN4.ER,2013-06-03,2013-06-04,2013-06-03 11:00,2013-06-04 09:30,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509,ER_FN4.ER_20130604_0930_FN_GonadSurvey.20130509_023,"NC, KR",FN,fykenet_survey,22.5,trap_hours,023,BLG,,107,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,south_shore
