Row,Lake_ID,Site Name,date set,datesample,datetimeset,datetimesample,Sample_ID,Fish_ID,Crew,Gear,gear_code,Effort,Effort_units,Fish_Num,Species,SpeciesFull,Length_mm,Weight_g,GonadWeight_g,Tag Apply,Tag Recapture,Clip_apply,Clip_recap,tag_clip_type,Sex,Mort.,Removed,Diet,Otolith,Gonad,Left_eye,Tissue,UseCPUE?,Fresh_frozen,Comments,MetaID,2nd Length,2nd weight,net_location
555,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_042,"NC, KR",FN,fykenet_survey,17,trap_hours,042,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
556,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_043,"NC, KR",FN,fykenet_survey,17,trap_hours,043,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
557,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_044,"NC, KR",FN,fykenet_survey,17,trap_hours,044,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
558,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_045,"NC, KR",FN,fykenet_survey,17,trap_hours,045,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
559,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_046,"NC, KR",FN,fykenet_survey,17,trap_hours,046,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
560,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_047,"NC, KR",FN,fykenet_survey,17,trap_hours,047,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
561,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_048,"NC, KR",FN,fykenet_survey,17,trap_hours,048,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
562,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_049,"NC, KR",FN,fykenet_survey,17,trap_hours,049,BLG,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
570,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_057,"NC, KR",FN,fykenet_survey,17,trap_hours,057,BLG,,131,39.7,0.0854,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
571,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_058,"NC, KR",FN,fykenet_survey,17,trap_hours,058,BLG,,132,39.6,0.4875,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
572,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_059,"NC, KR",FN,fykenet_survey,17,trap_hours,059,BLG,,135,49.7,0.6402,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
573,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_060,"NC, KR",FN,fykenet_survey,17,trap_hours,060,BLG,,105,20.8,0.0342,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
574,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_061,"NC, KR",FN,fykenet_survey,17,trap_hours,061,BLG,,122,32.3,0.0483,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
575,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_062,"NC, KR",FN,fykenet_survey,17,trap_hours,062,BLG,,143,56.1,0.0808,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
576,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_063,"NC, KR",FN,fykenet_survey,17,trap_hours,063,BLG,,94,13.5,0.0346,,,,,,M?,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
577,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_064,"NC, KR",FN,fykenet_survey,17,trap_hours,064,BLG,,114,27.8,0.0684,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
578,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_065,"NC, KR",FN,fykenet_survey,17,trap_hours,065,BLG,,144,49.9,0.0633,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
579,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_066,"NC, KR",FN,fykenet_survey,17,trap_hours,066,BLG,,140,54.2,0.1492,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
580,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_067,"NC, KR",FN,fykenet_survey,17,trap_hours,067,BLG,,146,59.9,0.1386,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
581,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_068,"NC, KR",FN,fykenet_survey,17,trap_hours,068,BLG,,158,80.3,1.3556,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
582,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_069,"NC, KR",FN,fykenet_survey,17,trap_hours,069,BLG,,130,44.3,0.4304,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
583,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_070,"NC, KR",FN,fykenet_survey,17,trap_hours,070,BLG,,134,39.8,0.4823,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
584,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_071,"NC, KR",FN,fykenet_survey,17,trap_hours,071,BLG,,193,144.6,1.4942,,,,,,F,,1,,,1,,,,frozen,1/2 gonad saved,GonadSurvey.20130509,,,north_west_shore
585,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_072,"NC, KR",FN,fykenet_survey,17,trap_hours,072,BLG,,112,27,0.2741,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
586,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_073,"NC, KR",FN,fykenet_survey,17,trap_hours,073,BLG,,176,107.8,2.0688,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
587,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_074,"NC, KR",FN,fykenet_survey,17,trap_hours,074,BLG,,120,29.4,0.0514,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
588,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_075,"NC, KR",FN,fykenet_survey,17,trap_hours,075,BLG,,135,44.5,0.4987,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
589,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_076,"NC, KR",FN,fykenet_survey,17,trap_hours,076,BLG,,160,84,0.198,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
590,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_077,"NC, KR",FN,fykenet_survey,17,trap_hours,077,BLG,,150,63.6,0.1474,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
591,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_078,"NC, KR",FN,fykenet_survey,17,trap_hours,078,BLG,,192,161,0.6572,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
592,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_079,"NC, KR",FN,fykenet_survey,17,trap_hours,079,BLG,,145,60.2,0.65,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
593,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_080,"NC, KR",FN,fykenet_survey,17,trap_hours,080,BLG,,142,54.1,0.099,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
594,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_081,"NC, KR",FN,fykenet_survey,17,trap_hours,081,BLG,,180,115.3,1.2409,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
595,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_082,"NC, KR",FN,fykenet_survey,17,trap_hours,082,BLG,,70,4.9,0.0195,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
596,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_083,"NC, KR",FN,fykenet_survey,17,trap_hours,083,BLG,,92,13.4,0.0845,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
597,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_084,"NC, KR",FN,fykenet_survey,17,trap_hours,084,BLG,,194,163.9,0.8379,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
598,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_085,"NC, KR",FN,fykenet_survey,17,trap_hours,085,BLG,,76,7.4,0.0211,,,,,,UNK,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
599,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_086,"NC, KR",FN,fykenet_survey,17,trap_hours,086,BLG,,83,9.2,0.0696,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
600,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_087,"NC, KR",FN,fykenet_survey,17,trap_hours,087,BLG,,84,8.5,,,,,,,,,1,,,,,,,frozen,don't know what happened to this fish,GonadSurvey.20130509,,,north_west_shore
601,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_088,"NC, KR",FN,fykenet_survey,17,trap_hours,088,BLG,,128,41.9,0.5357,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
602,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_089,"NC, KR",FN,fykenet_survey,17,trap_hours,089,BLG,,128,44.1,0.0998,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
603,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_090,"NC, KR",FN,fykenet_survey,17,trap_hours,090,BLG,,178,105.3,1.1101,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
604,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_091,"NC, KR",FN,fykenet_survey,17,trap_hours,091,BLG,,132,42.7,0.0803,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
605,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_092,"NC, KR",FN,fykenet_survey,17,trap_hours,092,BLG,,92,13,0.1282,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
606,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_093,"NC, KR",FN,fykenet_survey,17,trap_hours,093,BLG,,105,25.2,0.05,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
607,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_094,"NC, KR",FN,fykenet_survey,17,trap_hours,094,BLG,,120,29.9,0.3961,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
608,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_095,"NC, KR",FN,fykenet_survey,17,trap_hours,095,BLG,,141,66.5,0.3419,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
609,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_096,"NC, KR",FN,fykenet_survey,17,trap_hours,096,BLG,,172,106.8,0.5285,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
610,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_097,"NC, KR",FN,fykenet_survey,17,trap_hours,097,BLG,,172,104.7,1.2459,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
611,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_098,"NC, KR",FN,fykenet_survey,17,trap_hours,098,BLG,,112,25.1,0.2271,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
612,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_099,"NC, KR",FN,fykenet_survey,17,trap_hours,099,BLG,,80,8.2,0.0566,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
613,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_100,"NC, KR",FN,fykenet_survey,17,trap_hours,100,BLG,,90,13.9,0.1154,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
614,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_101,"NC, KR",FN,fykenet_survey,17,trap_hours,101,BLG,,171,99.3,1.2015,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
615,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_102,"NC, KR",FN,fykenet_survey,17,trap_hours,102,BLG,,200,173.7,0.6555,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
616,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_103,"NC, KR",FN,fykenet_survey,17,trap_hours,103,BLG,,142,55.6,0.0755,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
617,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_104,"NC, KR",FN,fykenet_survey,17,trap_hours,104,BLG,,107,22.2,0.1681,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
618,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_105,"NC, KR",FN,fykenet_survey,17,trap_hours,105,BLG,,120,32.3,0.3541,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
619,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_106,"NC, KR",FN,fykenet_survey,17,trap_hours,106,BLG,,200,186.1,1.2401,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
620,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_107,"NC, KR",FN,fykenet_survey,17,trap_hours,107,BLG,,90,11.4,0.0975,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
621,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_108,"NC, KR",FN,fykenet_survey,17,trap_hours,108,BLG,,115,25.1,0.3002,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
622,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_109,"NC, KR",FN,fykenet_survey,17,trap_hours,109,BLG,,118,26.9,0.3302,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
623,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_110,"NC, KR",FN,fykenet_survey,17,trap_hours,110,BLG,,92,14.9,0.0147,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
624,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_111,"NC, KR",FN,fykenet_survey,17,trap_hours,111,BLG,,116,28.1,0.2931,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
625,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_112,"NC, KR",FN,fykenet_survey,17,trap_hours,112,BLG,,171,108.4,0.5903,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
626,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_113,"NC, KR",FN,fykenet_survey,17,trap_hours,113,BLG,,171,109.7,1.1842,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
627,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_114,"NC, KR",FN,fykenet_survey,17,trap_hours,114,BLG,,125,37.7,0.4615,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
628,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_115,"NC, KR",FN,fykenet_survey,17,trap_hours,115,BLG,,75,7.1,0.0033,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
629,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_116,"NC, KR",FN,fykenet_survey,17,trap_hours,116,BLG,,65,4.1,0.0007,,,,,,M,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
630,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_117,"NC, KR",FN,fykenet_survey,17,trap_hours,117,BLG,,55,2.9,0.0068,,,,,,F,,1,,,1,,,,frozen,,GonadSurvey.20130509,,,north_west_shore
